,Unnamed: 0,date,type,operator,fatalities,location,country,cat,year,decade
61,61,8/2/2019,caproni ca.48,caproni,14,Verona,Italy,A1,2019,2010
62,62,8/11/2019,felixstowe fury,raf,1,near Felixtowe RNAS,U.K.,A1,2019,2010
63,63,2/23/2020,handley page o/7,handley page transport,0,"Acadia Siding, C...",South Africa,A1,2020,2020
64,64,2/25/2020,handley page o/400,handley page transport,0,near El Shereik,Sudan,A1,2020,2020
65,65,6/30/2020,handley page o/400,handley page transport,0,ÃstanÃ¥,Sweden,A1,2020,2020
66,66,12/14/2020,handley page o/400,handley page transport,4,Golders Green,U.K.,A1,2020,2020
67,67,1/15/2021,aeromarine 75,aeromarine airways,0,Havana harbour,Cuba,O1,2021,2020
68,68,3/2/2021,handley page o/7,hp indo-burmese transport,0,Meerut,India,O1,2021,2020
69,69,3/4/2021,caproni ca.60 noviplano,caproni,0,Lago Maggiore,Italy,A1,2021,2020
70,70,8/26/2021,farman f.60 goliath,sneta,2,near Calais [The Engl...,France,A1,2021,2020
71,71,9/27/2021,farman f.60 goliath,sneta,0,Evere Airfield,Belgium,O1,2021,2020
72,72,9/27/2021,farman f.60 goliath,sneta,0,Evere Airfield,Belgium,O1,2021,2020
73,73,12/30/2021,handley page o/10,handley page transport,0,Berck-sur-Mer,France,U1,2021,2020
74,74,1/22/2022,handley page o/10,handley page transport,0,near Senlis,France,A1,2022,2020
75,75,3/31/2022,handley page o/7,chinese government,14,near Beijing-Nanyuan ...,China,A1,2022,2020
76,76,4/7/2022,farman f.60 goliath,grands express aã©riens,5,Thieuloy-Saint-A...,France,A1,2022,2020
77,77,1/13/2023,aeromarine 75,aeromarine airways,4,"near Havana, Cuba",Atlantic Ocean,A1,2023,2020
78,78,5/14/2023,farman f.60 goliath,air union,6,"Monsures, Somme",France,A1,2023,2020
79,79,6/25/2023,farman f.60 goliath,air union,0,near Ãtaples,France,A1,2023,2020
80,80,7/10/2023,handley page w.8,handley page transport,0,Poix,France,A1,2023,2020
81,81,7/15/2023,farman f.60 goliath,compagnie aã©rienne franã§aise,0,near Valenciennes,France,A1,2023,2020
82,82,8/27/2023,farman f.60 goliath,air union,1,"East Malling, Kent",U.K.,A1,2023,2020
83,83,12/3/2023,farman f.60 goliath,air union,0,"Littlestone, Kent",U.K.,A1,2023,2020
12787,12901,1/1/1975,douglas c-47a (dc-3),air o'hare,0,"near Fort Lauderdale, FL",USA,A1,1975,1970
12788,12902,1/2/1975,douglas c-54p (dc-4),transvall corp.,0,Tucson-Davis Mon...,USA,A1,1975,1970
12789,12903,1/2/1975,lockheed c-130b hercules,usaf,2,New Orleans NAS/...,USA,A1,1975,1970
12790,12904,1/3/1975,boeing 727,national airlines,0,Pensacola Region...,USA,H2,1975,1970
12791,12905,1/3/1975,fairchild c-123k provider,air america,9,near Nha Trang,Vietnam,C1,1975,1970
12792,12906,1/5/1975,dhc-6 twin otter 200,argentine army,13,"near La Angostura, TU",Argentina,A1,1975,1970
12793,12907,1/7/1975,convair cv-440-59,frigorificos movima,0,near San Borja,Bolivia,A1,1975,1970
12794,12908,1/7/1975,bac one-eleven 510ed,british airways,0,London-Stansted ...,U.K.,H2,1975,1970
12795,12909,1/8/1975,douglas c-47 (dc-3),satena,23,near El Doncello,Colombia,A1,1975,1970
12796,12910,1/9/1975,convair t-29d (cv-240),usaf,7,"near Newport News, VA",USA,A1,1975,1970
12797,12911,1/9/1975,dhc-6 twin otter 100,golden west airlines,12,"Whittier, CA",USA,A1,1975,1970
12798,12912,1/9/1975,fokker f-27 friendship 600,air zaire,0,Boende Airport (...,D.R. Congo,A1,1975,1970
12799,12913,1/9/1975,douglas vc-47a (dc-3),usaf,0,Akrotiri RAF Sta...,Cyprus,U1,1975,1970
12800,12914,1/13/1975,boeing 727,eastern air lines,0,"Washington, DC",USA,H2,1975,1970
12801,12915,1/15/1975,douglas c-47 (dc-3),"nordair, lsf air brazeau",0,La Grande Airpor...,Canada,A1,1975,1970
12802,12916,1/15/1975,ilyushin il-18v,malev,9,near Budapest-Feriheg...,Hungary,A1,1975,1970
12803,12917,1/16/1975,antonov an-2p,"aeroflot, ukraine",12,near Sam Neua Airport...,Laos,A1,1975,1970
12804,12918,1/16/1975,dornier do 28d-1 skyservant,ethiopian ministry of public health,0,Dolo,Ethiopia,A1,1975,1970
12805,12919,1/17/1975,carstedt jet liner 600f,falcon airways,0,"near Addison Airport,...",USA,A1,1975,1970
12806,12920,1/19/1975,douglas c-47b (dc-3),khmer hansa airlines,0,Phnom Penh-Poche...,Cambodia,O1,1975,1970
12807,12921,1/19/1975,douglas dc-3a-343b,khmer hansa airlines,0,Phnom Penh-Poche...,Cambodia,O1,1975,1970
12808,12922,1/19/1975,douglas dc-3c,south east asia air transport,0,Phnom Penh-Poche...,Cambodia,O1,1975,1970
12809,12923,1/22/1975,boeing 737-200,vasp,0,unknown,Unknown country,H2,1975,1970
12810,12924,1/25/1975,fokker f-27 friendship 600,maersk air,0,Faroe Islands-Va...,Denmark,A1,1975,1970
12811,12925,1/28/1975,yakovlev yak-40,"aeroflot, ukraine",0,Zaporozhye Airpo...,Ukraine,A1,1975,1970
12812,12926,1/30/1975,fokker f-28 fellowship 1000,thy,42,near Istanbul-YesilkÃ...,Turkey,A1,1975,1970
12813,12927,1/30/1975,douglas dc-3-313,lansa,1,Santo Domingo-La...,Dominican Rep.,A1,1975,1970
12814,12928,1/31/1975,bn-2a-9 islander,transniger,0,near AgadÃ¨s Airport ...,Niger,A1,1975,1970
12815,12929,2/1/1975,douglas dc-3d,horizon properties,5,Houston-Intercon...,USA,A1,1975,1970
12816,12930,2/1/1975,vickers 806 viscount,mandala airlines,0,Taipei-Songshan ...,Taiwan,A1,1975,1970
12817,12931,2/1/1975,douglas c-47a (dc-3),tame ecuador,0,Quito-Mariscal S...,Ecuador,U1,1975,1970
12818,12932,2/1/1975,howard super ventura,ebco manufacturing co.,2,"Egg Harbor, NJ",USA,A1,1975,1970
12819,12933,2/3/1975,hawker siddeley hs-748,philippine air lines,33,near Manila Internati...,Philippines,A1,1975,1970
12820,12934,2/3/1975,boeing 747,pan am,0,near Rangoon,Myanmar,O2,1975,1970
12821,12935,2/4/1975,douglas c-47 (dc-3),indian af,0,unknown,India,U1,1975,1970
12822,12936,2/6/1975,consolidated pby-5a catalina,unknown,3,"near Wikieup, AZ",USA,A1,1975,1970
12823,12937,2/9/1975,bac one-eleven 401ak,jet travel,0,South Lake Tahoe...,USA,A1,1975,1970
12824,12938,2/9/1975,transall c-160d,german af,42,near Chania-SoÃºda Ai...,Greece,A1,1975,1970
12825,12939,2/12/1975,ilyushin il-18v,"aeroflot, moscow",0,Krasnoyarsk Airp...,Russia,A1,1975,1970
12826,12940,2/16/1975,douglas dc-6bf,pacific alaska,3,near Fairbanks Intern...,USA,A1,1975,1970
12827,12941,2/17/1975,douglas c-47a (dc-3),aviateca,0,Tikal-El Peten A...,Guatemala,O1,1975,1970
12828,12942,2/18/1975,boeing 737-2a8,indian airlines,0,Bangalore-Hindus...,India,A2,1975,1970
12829,12943,2/19/1975,yakovlev yak-40fg,general air,0,SaarbrÃ¼cken Air...,Germany,A1,1975,1970
12830,12944,2/21/1975,douglas c-47b (dc-3),rhodesian af,0,Rushinga Forward...,Zimbabwe,A1,1975,1970
12831,12945,2/22/1975,canadair cc-106 yukon (cl-44),aerocondor de colombia,5,near MedellÃ­n-Enriqu...,Colombia,A1,1975,1970
12832,12946,2/22/1975,douglas c-47a (dc-3),khmer hansa airlines,0,Phnom Penh-Poche...,Cambodia,O1,1975,1970
12833,12947,2/22/1975,boeing 737-2a1,vasp,0,unknown,Brazil,H2,1975,1970
12834,12948,2/23/1975,rockwell sabreliner 75a,general motors,1,"near Pontiac, MI",USA,A1,1975,1970
12835,12949,2/23/1975,douglas dc-3,yemen airlines,0,unknown,Saudi Arabia,H2,1975,1970
12836,12950,2/23/1975,bn-2a-20 islander,pba,0,Provincetown Air...,USA,A2,1975,1970
12837,12951,2/25/1975,douglas dc-3a,philippine air lines,0,Manila Airport (...,Philippines,H2,1975,1970
12838,12952,2/27/1975,douglas c-47b (dc-3),private,0,Madrid-Barajas A...,Spain,A1,1975,1970
12839,12953,2/27/1975,embraer emb-110c bandeirante,vasp,15,near SÃ£o Paulo-Congo...,Brazil,A1,1975,1970
12841,12955,3/1/1975,boeing 737-200,iraqi airways,1,Tehran-Mehrabad ...,Iran,H2,1975,1970
12842,12956,3/2/1975,dhc-6 twin otter,air new england,0,"Hyannis Airport,...",USA,H2,1975,1970
12843,12957,3/4/1975,dassault falcon 20c,ltv aerospace,0,Dallas-Hensley F...,USA,A1,1975,1970
12844,12958,3/4/1975,douglas c-47a (dc-3),brazilian af,1,"Peixe, GO",Brazil,A1,1975,1970
12845,12959,3/5/1975,fairchild f-27,tac colombia,0,Barranquilla-Ern...,Colombia,O1,1975,1970
12846,12960,3/7/1975,hal-748,indian airlines,0,Rajkot-Civil Air...,India,A2,1975,1970
12847,12961,3/10/1975,douglas c-47a (dc-3),khmer hansa airlines,0,Phnom Penh Airpo...,Cambodia,C1,1975,1970
12848,12962,3/12/1975,douglas c-54d (dc-4),air vietnam,26,near Pleiku City,Vietnam,A1,1975,1970
12849,12963,3/13/1975,cessna 500 citation i,private,3,near AcarÃ¡,Brazil,A1,1975,1970
12850,12964,3/13/1975,boeing s.307b-1 stratoliner,royal air lao,0,unknown,Laos,A1,1975,1970
12851,12965,3/13/1975,rockwell 1121 jet commander,jet travel,0,"Tullahoma, TN",USA,A1,1975,1970
12852,12966,3/14/1975,douglas c-47 (dc-3),ethiopian airlines,1,Lalibela Airport...,Ethiopia,A1,1975,1970
12853,12967,3/16/1975,antonov an-2,unknown,1,within Bulgaria,Bulgaria,A1,1975,1970
12854,12968,3/16/1975,fokker f-27 friendship 400m,lade,52,near San Carlos de Ba...,Argentina,A1,1975,1970
12855,12969,3/18/1975,dhc-6 twin otter 100,sudan airways,5,Dinder National ...,Sudan,A1,1975,1970
12856,12970,3/21/1975,lockheed c-141a-20-lm starlifter,usaf,16,"near Seattle, WA",USA,A1,1975,1970
12857,12971,3/26/1975,convair cv-440-86,servicio aã©reo san francisco,0,Cerdas,Bolivia,A1,1975,1970
12858,12972,3/26/1975,douglas c-47a (dc-3),china airlines,0,Kompong Som Airp...,Cambodia,A1,1975,1970
12859,12973,3/27/1975,douglas c-48a (dc-3c ),faa,0,Dubois-Jefferson...,USA,A1,1975,1970
12860,12974,3/27/1975,curtiss c-46a,fairbanks air service,0,Prudhoe Bay/Dead...,USA,A1,1975,1970
12861,12975,3/27/1975,bn-2a-3 islander,zambian flying doctor service,0,Kalengwa,Zambia,A1,1975,1970
12862,12976,3/28/1975,lockheed 18 lodestar,potomac painters,4,near Florida,Atlantic Ocean,A1,1975,1970
12863,12977,3/29/1975,fairchild f-27,air manila int.,0,Baguio-Loakan Ai...,Philippines,A1,1975,1970
12864,12978,3/31/1975,boeing 737-247,western air lines,0,"Casper Airport, ...",USA,A1,1975,1970
12865,12979,3/31/1975,lockheed 18 lodestar,hartzog aviation,2,Veracruz-Las Baj...,Mexico,A1,1975,1970
12867,12981,4/1/1975,howard 350,dallas chapter,2,"CuliacÃ¡n, Sinaloa",Mexico,A1,1975,1970
12868,12982,4/4/1975,lockheed c-5a galaxy,usaf,138,near Saigon-Tan Son N...,Vietnam,A1,1975,1970
12869,12983,4/6/1975,lockheed c-130a hercules,vietnam air force - vnaf,0,Bien Hoa,Vietnam,A1,1975,1970
12870,12984,4/9/1975,fokker f-28 fellowship 1000,itavia,0,Bergamo-Orio Al ...,Italy,A1,1975,1970
12871,12985,4/9/1975,boeing 747sr-46,jal,0,Tokyo,Japan,H2,1975,1970
12872,12986,4/10/1975,douglas c-54a (dc-4),royal air lao,0,Phnom Penh-Poche...,Cambodia,O1,1975,1970
12873,12987,4/11/1975,douglas dc-3,sorya airlines,3,near Phnom Penh-Poche...,Cambodia,C1,1975,1970
12874,12988,4/14/1975,swearingen sa226-at merlin iv,magnavox corporation,2,near Southern Pines-P...,USA,A1,1975,1970
12875,12989,4/14/1975,antonov an-24,bulgarian af,0,near Sofia,Bulgaria,A1,1975,1970
12876,12990,4/15/1975,antonov an-2tp,"aeroflot, kazakstan",0,Omsk Airport (OMS),Russia,A1,1975,1970
12877,12991,4/18/1975,antonov an-2r,zua,0,Minieta Szlacheckie,Poland,A1,1975,1970
12878,12992,4/18/1975,bn-2a-7 islander,"mackenzie air, op.for air exec services",0,Fort Simpson Air...,Canada,A1,1975,1970
12879,12993,4/19/1975,douglas c-47a (dc-3),air liberia,0,Monrovia-Roberts...,Liberia,A1,1975,1970
12880,12994,4/23/1975,curtiss c-46d,savco,4,Cerro Sayari,Bolivia,A1,1975,1970
12881,12995,4/24/1975,bn-2a islander,munz northern airlines,0,Tin City Airport...,USA,A1,1975,1970
12882,12996,4/25/1975,boeing 727,united airlines,0,"Atlanta, GA",USA,H2,1975,1970
12883,12997,4/25/1975,antonov an-24rv,"aeroflot, ukraine",0,near Poltava Airport ...,Ukraine,A1,1975,1970
12884,12998,4/26/1975,beech a100 king air,"stribling-puckett, inc",6,near Hilton Head Airp...,USA,A1,1975,1970
12885,12999,4/27/1975,hal-748,indian af,0,Yallahanpur,India,A1,1975,1970
12886,13000,4/28/1975,lockheed c-130e hercules,usaf,0,Saigon-Tan Son N...,Vietnam,O1,1975,1970
12887,13001,4/29/1975,douglas vc-47a (dc-3),air america,0,U-Tapao Airport ...,Thailand,A1,1975,1970
12888,13002,4/29/1975,fairchild c-119 flying boxcar,vietnam air force - vnaf,0,Than Son Nhut,Vietnam,C1,1975,1970
12889,13003,4/30/1975,lockheed l-188af electra,zantop,0,Prudhoe Bay/Dead...,USA,A1,1975,1970
12890,13004,4/30/1975,antonov an-2sx,"aeroflot, central region",0,near Tambov,Russia,A1,1975,1970
12898,13012,5/3/1975,douglas c-47 (dc-3),satena,4,near Sardinata,Colombia,A1,1975,1970
12899,13013,5/10/1975,bristol 170 freighter 21e,air express,2,"near Cape Paterson, VIC",Australia,A1,1975,1970
12900,13014,5/10/1975,hawker siddeley hs-748,philippine air lines,0,Manila Internati...,Philippines,A1,1975,1970
12901,13015,5/11/1975,lockheed l-1049h-01-06-162 super constellation,aircraft specialties,6,"near Mesa, AZ",USA,A1,1975,1970
12902,13016,5/11/1975,vickers 769d viscount,pluna,0,Buenos Aires-Jor...,Argentina,A1,1975,1970
12903,13017,5/14/1975,t-39a sabreliner,usaf,3,King and Queen C...,USA,A1,1975,1970
12904,13018,5/15/1975,boeing 737-200,united airlines,0,San Francisco In...,USA,H2,1975,1970
12905,13019,5/16/1975,boeing 747-136,british airways,0,near Glasgow-Prestwic...,U.K.,A2,1975,1970
12906,13020,5/17/1975,douglas c-47b (dc-3),motortec,0,Rio de Janeiro-J...,Brazil,O1,1975,1970
12907,13021,5/18/1975,antonov an-2r,"aeroflot, far east",0,near Birobidzhan,Russia,A1,1975,1970
12908,13022,5/19/1975,douglas c-47 (dc-3),indian af,0,unknown,India,U1,1975,1970
12909,13023,5/19/1975,antonov an-2t,"aeroflot, georgia",0,Mestia,Georgia,A1,1975,1970
12910,13024,5/20/1975,antonov an-2,"aeroflot, yakutsk",0,unknown,Russia,A1,1975,1970
12911,13025,5/21/1975,dhc-3 otter,woods air service,1,Anchorage-Lake H...,USA,A2,1975,1970
12912,13026,5/28/1975,namc ys-11-125,toa domestic,0,Osaka-Itami Airp...,Japan,A1,1975,1970
12913,13027,5/29/1975,lockheed 18 learstar i,colonial bank,2,"near Rockwood, TN",USA,A1,1975,1970
12914,13028,6/3/1975,bac one-eleven 524ff,philippine air lines,1,near Manila,Philippines,C2,1975,1970
12915,13029,6/3/1975,lockheed l-1049h super constellation,sky truck int.,0,Guadeloupe,Guadeloupe,A1,1975,1970
12916,13030,6/6/1975,curtiss c-46f,tai,0,San Borja Airpor...,Bolivia,A1,1975,1970
12917,13031,6/9/1975,curtiss c-46a,frigorifico santa rita,0,Riberalta Airpor...,Bolivia,A1,1975,1970
12918,13032,6/12/1975,boeing 747-128,air france,0,Bombay-Santacruz...,India,A1,1975,1970
12919,13033,6/14/1975,rockwell sabreliner 75a,kerr-mcgee corp,0,near Watertown Airpor...,USA,A1,1975,1970
12920,13034,6/17/1975,hawker siddeley hs-748,varig,0,"Pedro Afonso, GO",Brazil,A1,1975,1970
12921,13035,6/17/1975,se-210 caravelle vi-n,indian airlines,0,Bombay-Santacruz...,India,A1,1975,1970
12922,13036,6/19/1975,antonov an-2t,"aeroflot, magadan",0,near Markovo,Russia,A1,1975,1970
12923,13037,6/20/1975,lockheed p2v-7 neptune,japanese navy,0,unknown,Unknown country,U1,1975,1970
12924,13038,6/22/1975,handley page hpr-7 herald 101,la urraca,0,La Libertad,Colombia,A1,1975,1970
12925,13039,6/24/1975,boeing 727-225,eastern air lines,113,New York-John F....,USA,A1,1975,1970
12926,13040,6/26/1975,douglas c-47d,german af,3,Kaufering,Germany,A1,1975,1970
12927,13041,6/27/1975,bn-2 islander,kurfiss aviation,0,near Bremen Airport (...,Germany,A1,1975,1970
12928,13042,6/28/1975,antonov an-24,balkan bulgarian,0,Thessaloniki Air...,Greece,H2,1975,1970
12929,13043,6/28/1975,antonov an-2t,"aeroflot, kyrgyzstan",0,near Karaganda,Russia,A1,1975,1970
12930,13044,6/30/1975,douglas dc-4,el venado,3,near Saravena,Colombia,A1,1975,1970
12933,13047,7/2/1975,beech 99,tat,8,Nantes ChÃ¢teau-...,France,A1,1975,1970
12934,13048,7/3/1975,learjet 25,unknown,0,Richmond Municip...,USA,A1,1975,1970
12935,13049,7/5/1975,boeing 707-373c,pia,0,Islamabad Intern...,Pakistan,C2,1975,1970
12936,13050,7/9/1975,bn-2a-6 islander,interivoire,0,unknown,Unknown country,U1,1975,1970
12937,13051,7/10/1975,lockheed l-188af electra,aerocondor de colombia,2,BogotÃ¡-Eldorado...,Colombia,A1,1975,1970
12938,13052,7/10/1975,douglas dc-6f,aerocosta colombia,0,BogotÃ¡-Eldorado...,Colombia,O1,1975,1970
12939,13053,7/11/1975,grumman g-159 gulfstream i,collins radio,0,Dallas-Addison A...,USA,A1,1975,1970
12940,13054,7/11/1975,dh-114 prinair heron 2,prinair,0,San Juan-Isla Ve...,Puerto Rico,A2,1975,1970
12941,13055,7/15/1975,yakovlev yak-40,"aeroflot, armenia",40,near Batumi-Chorokh A...,Georgia,A1,1975,1970
12942,13056,7/16/1975,antonov an-2r,zua,1,near KÃºty,Slovakia,C1,1975,1970
12943,13057,7/16/1975,douglas dc-4,aerotal colombia,0,Arauca Airport (...,Colombia,A1,1975,1970
12944,13058,7/17/1975,csr-123 otter (dhc-3),rcaf,0,Duke of York Bay...,Canada,A1,1975,1970
12945,13059,7/18/1975,antonov an-2,aviatia utilitara,0,Mircea Voda,Romania,A1,1975,1970
12946,13060,7/23/1975,antonov an-2r,"aeroflot, tajikistan",0,near Termez,Uzbekistan,A1,1975,1970
12947,13061,7/25/1975,douglas r4d-1 (dc-3),st. felicien air services,0,"Lake Mistassini, QC",Canada,A1,1975,1970
12948,13062,7/26/1975,lockheed c-130a hercules,usaf,6,"near Imlay City, MI",USA,A1,1975,1970
12949,13063,7/26/1975,douglas c-47 (dc-3),colombian af,10,Sierra Nevada de...,Colombia,A1,1975,1970
12950,13064,7/28/1975,lockheed l-1011 tristar,all nippon,0,Tokyo-Haneda Air...,Japan,H2,1975,1970
12951,13065,7/31/1975,douglas c-47a (dc-3),chilean af,7,near Colina,Chile,A1,1975,1970
12952,13066,7/31/1975,vickers 837 viscount,feat,27,Taipei-Songshan ...,Taiwan,A1,1975,1970
12953,13067,8/3/1975,douglas c-47 (dc-3),nicaraguan af,21,near Punta Amapala,El Salvador,A1,1975,1970
12954,13068,8/3/1975,boeing 707-321c,"jordanian world airways, opf ram",188,near Amskroud,Morocco,A1,1975,1970
12955,13069,8/3/1975,convair cv-240-23,private,0,Belize City,Belize,A1,1975,1970
12956,13070,8/7/1975,boeing 727-224,continental air lines,0,Denver-Stapleton...,USA,A1,1975,1970
12957,13071,8/7/1975,bn-2a-7 islander,amaz,0,Kasangulu,D.R. Congo,A1,1975,1970
12958,13072,8/8/1975,bn-2a islander,servicios aã©reos sa,0,Porvenir Island,Panama,O1,1975,1970
12959,13073,8/8/1975,curtiss c-46f,rich,0,near Aguadilla-Borinq...,Puerto Rico,A1,1975,1970
12960,13074,8/9/1975,ilyushin il-14m,"aeroflot, leningrad",11,near Bagdarin,Russia,A1,1975,1970
12961,13075,8/9/1975,consolidated pb4y-2 privateer,hawkins & powers,0,Port Hardy Airpo...,Canada,A1,1975,1970
12962,13076,8/14/1975,nord 262a-32,dgac/sfact,0,St. Yan,France,A1,1975,1970
12963,13077,8/15/1975,yakovlev yak-40,"aeroflot, azerbaijan",23,near Krasnovodsk Airp...,Turkmenistan,A1,1975,1970
12964,13078,8/15/1975,bn-2a islander,aerial tours,0,Naoro Airport (NOO),P.N. Guinea,A1,1975,1970
12965,13079,8/16/1975,douglas c-47a (dc-3),somali airlines,0,Bossaso Airport ...,Somalia,A1,1975,1970
12966,13080,8/18/1975,consolidated pby-6a catalina,confederate air force,3,"Harlingen, TX",USA,A1,1975,1970
12967,13081,8/20/1975,ilyushin il-62,csa,126,near Damascus Interna...,Syria,A1,1975,1970
12968,13082,8/22/1975,douglas c-49j (dc-3),tana,0,Ipiales Airport ...,Colombia,A1,1975,1970
12969,13083,8/23/1975,antonov an-2r,zua,0,Jackowo,Poland,A1,1975,1970
12970,13084,8/27/1975,douglas c-47b (dc-3),east african airways,0,Mtwara Airport (...,Tanzania,A1,1975,1970
12971,13085,8/28/1975,lockheed c-130e hercules,argentine af,4,TucumÃ¡n Airport...,Argentina,C1,1975,1970
12972,13086,8/30/1975,antonov an-2r,"aeroflot, belarus",0,unknown,Unknown country,A1,1975,1970
12973,13087,8/30/1975,tupolev tu-104b,"aeroflot, ukraine",0,Novosibirsk-Tolm...,Russia,A1,1975,1970
12974,13088,8/30/1975,curtiss c-46f,trans aã©reos beni,0,Trinidad,Bolivia,A1,1975,1970
12975,13089,8/30/1975,fairchild f-27b,wien air alaska,10,"near Gambell Airport,...",USA,A1,1975,1970
12976,13090,9/1/1975,tupolev tu-134,interflug,27,Leipzig Airport ...,Germany,A1,1975,1970
12977,13091,9/4/1975,dhc-3 otter,auburn adventist academy,0,Auburn Municipal...,USA,A1,1975,1970
12978,13092,9/4/1975,dhc-4a caribou,raaf,0,Baucau Airport (...,Timor,H2,1975,1970
12979,13093,9/9/1975,dhc-6 twin otter,haiti air inter,0,Gonaives,Haiti,H2,1975,1970
12980,13094,9/11/1975,douglas c-47a (dc-3),stoney's rainbow lanes & lounge,2,"Wakeman, OH",USA,A1,1975,1970
12981,13095,9/11/1975,douglas c-47 (dc-3),ethiopian airlines,1,near Mota,Ethiopia,A1,1975,1970
12982,13096,9/13/1975,douglas ec-47a,brazilian af,0,"near Itaparica, BA",Brazil,A1,1975,1970
12983,13097,9/15/1975,hawker siddeley hs-121 trident 1e,british airways,0,Bilbao Airport (...,Spain,A1,1975,1970
12984,13098,9/15/1975,boeing 727,continental air lines,1,San Jose Municip...,USA,H2,1975,1970
12985,13099,9/15/1975,bn-2a-6 islander,dorado wings,0,San Juan-Isla Ve...,Puerto Rico,A1,1975,1970
12986,13100,9/16/1975,douglas dc-3,alyemda,0,Beihan Airport (...,Yemen,A1,1975,1970
12987,13101,9/17/1975,douglas c-47a (dc-3),chilean navy,9,near Ritoque,Chile,A1,1975,1970
12988,13102,9/17/1975,convair cv-240-4,asiatic int. airways,0,near Singapore-Seleta...,Singapore,A1,1975,1970
12989,13103,9/18/1975,antonov an-2v,"aeroflot, krasnoyarsk, op.for soviet af",3,near Turukhansk (UOTT),Russia,A1,1975,1970
12990,13104,9/19/1975,antonov an-2,unknown,2,within Bulgaria,Bulgaria,A1,1975,1970
12991,13105,9/20/1975,dc-8-63cf,airlift int.,0,New York-John F....,USA,A2,1975,1970
12992,13106,9/22/1975,antonov an-2r,zua,0,Skopje Airport (...,North Macedonia,A1,1975,1970
12993,13107,9/24/1975,fokker f-28 fellowship 1000,garuda,0,near Palembang Airpor...,Indonesia,A1,1975,1970
12994,13108,9/25/1975,douglas c-47a (dc-3),laurentian air services,0,La Grande-LG-2 a...,Canada,A1,1975,1970
12995,13109,9/25/1975,douglas c-47a (dc-3),ilford riverton,3,Fort Severn Airp...,Canada,A1,1975,1970
12996,13110,9/26/1975,convair c-131f (cv-340),us navy,4,near Santa Ana-El Tor...,USA,A1,1975,1970
12997,13111,9/26/1975,nord 2501d noratlas,portuguese af,11,near Tancos Air Base,Portugal,A1,1975,1970
12998,13112,9/27/1975,canadair cc-106 yukon (cl-44),aer,6,Miami Internatio...,USA,A1,1975,1970
12999,13113,9/27/1975,shorts sc.7 skyvan,olympic airways,0,Mikonos,Greece,H2,1975,1970
13000,13114,9/27/1975,dassault falcon 20dc,federal express,0,Providence-Theod...,USA,A2,1975,1970
13001,13115,9/30/1975,dhc-6 twin otter 200,northern thunderbird air,7,Kluatantan regio...,Canada,A1,1975,1970
13002,13116,9/30/1975,tupolev tu-154a,malev,60,near Beirut Internati...,Lebanon,A1,1975,1970
13003,13117,9/30/1975,boeing 727-24c,avianca,4,Barranquilla-Sol...,Colombia,A1,1975,1970
13004,13118,10/5/1975,boeing 737-287c,aerolineas argentinas,0,Rafaela Aerodrom...,Argentina,H2,1975,1970
13005,13119,10/6/1975,yakovlev yak-40,"aeroflot, uralsk",0,near Kirov Airport (KVX),Russia,A1,1975,1970
13006,13120,10/7/1975,bac one-eleven,philippine air lines,0,Manila,Philippines,H2,1975,1970
13007,13121,10/7/1975,bn-2a-3 islander,dirgantara air services,0,Sawu Airport (SAU),Indonesia,A1,1975,1970
13008,13122,10/10/1975,antonov an-8,map zhukovski,6,Sverdlovsk-Kolts...,Russia,A1,1975,1970
13009,13123,10/15/1975,grumman tc-4c (g-159 gulfstream i),usmc,9,Cherry Point MCA...,USA,A1,1975,1970
13010,13124,10/17/1975,bn-2a-26 islander,aer arann,0,Inishmore Airpor...,Ireland,A1,1975,1970
13011,13125,10/19/1975,curtiss c-46a,aerovias las minas,3,Trinidad,Bolivia,A1,1975,1970
13012,13126,10/22/1975,yakovlev yak-40,"aeroflot, latvia",0,near Novgorod Airport...,Russia,A1,1975,1970
13013,13127,10/23/1975,dh-114 riley heron 2e/a1,connair,11,"near Cairns Airport, ...",Australia,A1,1975,1970
13014,13128,10/26/1975,gaf nomad n.22,gaf,0,Mazatlan Airport...,Mexico,O1,1975,1970
13015,13129,10/27/1975,convair cv-440-12,tam,67,Cerro Colorado,Bolivia,A1,1975,1970
13016,13130,10/30/1975,dc-9-32,inex-adria aviopromet,75,near Praha-Ruzyne Int...,Czech Rep.,A1,1975,1970
13017,13131,11/3/1975,douglas c-47a (dc-3),kenting atlas aviation,0,"near Frobisher Bay, NU",Canada,A1,1975,1970
13018,13132,11/5/1975,douglas c-47b (dc-3),spanish af,0,unknown,Unknown country,U1,1975,1970
13019,13133,11/5/1975,douglas c-47a (dc-3),spanish af,0,unknown,Unknown country,U1,1975,1970
13020,13134,11/5/1975,douglas c-47b (dc-3),spanish af,0,unknown,Unknown country,U1,1975,1970
13021,13135,11/12/1975,boeing 727-225,eastern air lines,0,Raleigh/Durham A...,USA,A2,1975,1970
13022,13136,11/12/1975,dc-10-30cf,ona,0,New York-John F....,USA,A1,1975,1970
13023,13137,11/13/1975,antonov an-2r,"aeroflot, east siberia",0,near Nizhneangarsk,Russia,A1,1975,1970
13024,13138,11/15/1975,fokker f-28 fellowship 1000,aerolineas argentinas,0,near Concordia Airpor...,Argentina,A1,1975,1970
