,Unnamed: 0,date,type,operator,fatalities,location,country,cat,year,decade
14949,15064,8/21/1983,lockheed 18 learstar ii,"landry aviation, lsf command aviation",11,"near Stanwood, WA",USA,A1,1983,1980
14950,15065,8/24/1983,fokker f-27 friendship 100,indian airlines,0,Calcutta Airport...,India,A2,1983,1980
14951,15066,8/26/1983,boeing 707-300,mea,0,Tel Aviv,Israel,H2,1983,1980
14952,15067,8/27/1983,lockheed l-100-30 hercules,transamerica airlines,7,near Dundo Airport (DUE),Angola,A1,1983,1980
14953,15068,8/27/1983,swearingen sa226-tc metro ii,scheduled skyways,0,Hot Springs-Memo...,USA,A1,1983,1980
14954,15069,8/27/1983,boeing 727-228,air france,0,Tehran-Mehrabad ...,Iran,H2,1983,1980
14955,15070,8/28/1983,beech 200 super king air,moore's air charter,12,"near Adavale, QLD",Australia,A1,1983,1980
14956,15071,8/30/1983,tupolev tu-134a,"aeroflot, privolzhsk",90,near Alma-Ata Airport...,Kazakhstan,A1,1983,1980
14958,15073,9/1/1983,boeing 747-230b,kal,269,near Sakhalinsk [Okho...,Pacific Ocean,C1,1983,1980
14959,15074,9/1/1983,boeing 727-264,mexicana,0,MÃ©rida Airport ...,Mexico,H2,1983,1980
14960,15075,9/2/1983,bn-2a-21 islander,central mountain air services,7,"near Smithers, BC",Canada,A1,1983,1980
14961,15076,9/4/1983,beech 99,tat,0,Tours-St Symphor...,France,A1,1983,1980
14962,15077,9/14/1983,hawker siddeley hs-121 trident 2e,caac,11,Guilin Airport (...,China,A1,1983,1980
14963,15078,9/16/1983,antonov an-12,soviet af,0,Bagram Air Base ...,Afghanistan,C1,1983,1980
14964,15079,9/22/1983,boeing 727,american airlines,0,Havana-JosÃ© Mar...,Cuba,H2,1983,1980
14965,15080,9/23/1983,boeing 737-2p6,gulf air,112,Mino Jebel Ali,U.A.E.,C1,1983,1980
14966,15081,9/23/1983,fma ia 50 guaranã­ ii,direcciã³n provincial de aeronã¡utica de salta,0,"Las Bolsas, SA",Argentina,A1,1983,1980
14967,15082,9/25/1983,boeing 707-336c,rn cargo,0,Accra-Kotoka Air...,Ghana,C1,1983,1980
14968,15083,9/28/1983,bn-2a-26 islander,taiwan airlines,10,near Lanyu Island,Taiwan,A1,1983,1980
14969,15084,9/29/1983,canadair cl-215,canadair,0,Montreal-Dorval ...,Canada,A1,1983,1980
14970,15085,10/1/1983,douglas c-118a (dc-6),us navy,0,KeflavÃ­k Intern...,Iceland,O1,1983,1980
14971,15086,10/3/1983,douglas c-47 (dc-3),unknown,1,"near Rio Blanco, Mata...",Nicaragua,C1,1983,1980
14972,15087,10/5/1983,boeing 727-21,sam colombia,0,San AndrÃ©s Isla...,Colombia,A1,1983,1980
14973,15088,10/5/1983,antonov an-2r,zua,0,Karolewo,Poland,A1,1983,1980
14974,15089,10/7/1983,embraer emb-110c bandeirante,tam,7,AraÃ§atuba Airpo...,Brazil,A1,1983,1980
14975,15090,10/8/1983,dhc-6 twin otter 300,burma airways,9,near Lonkin,Myanmar,A1,1983,1980
14976,15091,10/8/1983,douglas dc-6,private,7,Monterrubio vill...,Colombia,A1,1983,1980
14977,15092,10/9/1983,bn-2a-8 islander,yung shing airlines,0,Orchid Island Ai...,Taiwan,A1,1983,1980
14978,15093,10/11/1983,boeing 747-249f,flying tiger line,0,Frankfurt Intern...,Germany,A2,1983,1980
14979,15094,10/11/1983,hawker siddeley hs-748,air illinois,10,"near Pinckneyville, IL",USA,A1,1983,1980
14980,15095,10/11/1983,fma ia 50 guaranã­ ii,argentine af,12,near Santa Isabel-CÃ³...,Argentina,A1,1983,1980
14981,15096,10/13/1983,boeing 707-436,coastal airways,0,Perpignan Airpor...,France,O1,1983,1980
14982,15097,10/15/1983,boeing 737,people express,0,Atlantic City In...,USA,H2,1983,1980
14983,15098,10/18/1983,boeing 747-230f,lufthansa cargo,0,Hong Kong-Kai Ta...,Hong Kong,A2,1983,1980
14984,15099,10/19/1983,let l-410uvp,"aeroflot, krasnoyarsk",0,Kansk Air Base,Russia,A1,1983,1980
14985,15100,10/25/1983,dc-8-63cf,flying tiger line,0,Norfolk NAS Cham...,USA,A2,1983,1980
14986,15101,10/26/1983,dhc-5d buffalo,cameroon af,0,unknown,Cameroon,U1,1983,1980
14987,15102,10/28/1983,shorts 330-200,pennsylvania airlines,1,"Middletown, PA",USA,O2,1983,1980
14988,15103,10/28/1983,curtiss c-46r,transportes aã©reos bolivar,0,near La Paz-El Alto A...,Bolivia,A1,1983,1980
14989,15104,10/31/1983,douglas dc-3c,fbn flying service,0,Laredo Internati...,USA,A1,1983,1980
14990,15105,11/4/1983,morane saulnier (fma) ms.760a paris ia,argentine af,2,"Alto Pencoso, Sa...",Argentina,A1,1983,1980
14991,15106,11/8/1983,boeing 737-2m2,taag,130,near Lubango Airport ...,Angola,C1,1983,1980
14992,15107,11/10/1983,curtiss c-46d,trans aereos skorpio,0,near San Borja,Bolivia,A1,1983,1980
14993,15108,11/11/1983,boeing 727-225,eastern air lines,0,near Miami Internatio...,USA,A2,1983,1980
14994,15109,11/11/1983,antonov an-12,soviet af,30,near Burevestnik,Russia,A1,1983,1980
14995,15110,11/17/1983,douglas c-47 (dc-3),unknown,0,Barranquilla,Colombia,A1,1983,1980
14996,15111,11/18/1983,tupolev tu-134a,"aeroflot, georgia",7,Tbilisi Airport ...,Georgia,H1,1983,1980
14997,15112,11/21/1983,dc-9,republic airlines,0,"Chicago, IL",USA,H2,1983,1980
14998,15113,11/21/1983,antonov an-12,soviet af,9,near Senkovo,Russia,A1,1983,1980
14999,15114,11/23/1983,dhc-6 twin otter 300,austin airways,4,near Lansdowne House ...,Canada,A1,1983,1980
15000,15115,11/26/1983,beech b100 king air,texas western aviation,8,Midland/Odessa R...,USA,A1,1983,1980
15001,15116,11/27/1983,boeing 747-283m,"avianca, lsf sas",181,near Madrid-Barajas A...,Spain,A1,1983,1980
15002,15117,11/27/1983,rockwell ct-39e sabreliner,us navy,0,Denver-Buckley A...,USA,A2,1983,1980
15003,15118,11/28/1983,dhc-6 twin otter 300,peruvian af,0,unknown,Peru,A1,1983,1980
15004,15119,11/28/1983,fokker f-28 fellowship 2000,nigeria airways,53,near Enugu Airport (ENU),Nigeria,A1,1983,1980
15005,15120,11/28/1983,swearingen sa226-tc metro ii,ama flyg,0,LinkÃ¶ping-Saab ...,Sweden,A2,1983,1980
15006,15121,12/5/1983,cessna 501 citation i/sp,north broken hill,0,"near Kalgoorlie, WA",Australia,A2,1983,1980
15007,15122,12/7/1983,boeing 727-256,iberia,51,Madrid-Barajas A...,Spain,A1,1983,1980
15008,15123,12/7/1983,dc-9-32,aviaco,42,Madrid-Barajas A...,Spain,A1,1983,1980
15009,15124,12/8/1983,cessna 500 citation i,"brencham, op.for trans europe air charter",10,near Stornoway Airpor...,U.K.,A1,1983,1980
15010,15125,12/11/1983,vickers 668 varsity,west texas air museum,0,El Paso-West Tex...,USA,A1,1983,1980
15011,15126,12/11/1983,iai arava 201,guatemala af,0,Poptun Airport (...,Guatemala,A1,1983,1980
15012,15127,12/13/1983,douglas c-47b (dc-3),philair,0,Zapote,Philippines,A1,1983,1980
15013,15128,12/14/1983,boeing 707-373c,tampa colombia,0,near MedellÃ­n-Enriqu...,Colombia,A1,1983,1980
15014,15129,12/17/1983,dhc-6 twin otter 200,inuvik coastal airways,2,Paulatuk Airport...,Canada,A1,1983,1980
15015,15130,12/18/1983,airbus a300b4-120,"mas, lsf sas",0,near Kuala Lumpur Sub...,Malaysia,A1,1983,1980
15016,15131,12/19/1983,boeing 747-246f (scd),jal,0,Anchorage Intern...,USA,A2,1983,1980
15017,15132,12/20/1983,dc-9-31,ozark air lines,0,Sioux Falls Regi...,USA,A2,1983,1980
15018,15133,12/22/1983,learjet 25d,amf corp.,0,Vail-Eagle Count...,USA,A1,1983,1980
15019,15134,12/23/1983,dc-10-30,kal,0,Anchorage Intern...,USA,A1,1983,1980
15020,15135,12/24/1983,antonov an-24rv,"aeroflot, arkhangelsk",44,Leshukonskoye Ai...,Russia,A1,1983,1980
15023,15138,1/2/1984,casa c-212-a3 aviocar 100,jordanian af,13,near Al Qatrana,Jordan,A1,1984,1980
15024,15139,1/9/1984,douglas c-47b (dc-3),skycraft air transport,1,Saint Louis-Lamb...,USA,A1,1984,1980
15025,15140,1/10/1984,tupolev tu-134a,balkan bulgarian,50,near Sofia-Vrazhdebna...,Bulgaria,A1,1984,1980
15026,15141,1/13/1984,douglas ec-54u (dc-4),neba,1,Cochabamba-J Wil...,Bolivia,A1,1984,1980
15027,15142,1/13/1984,fokker f-27 friendship 100,pilgrim airlines,0,New York-John F....,USA,A1,1984,1980
15028,15143,1/14/1984,bn-2a-20 islander,talair,10,near Karimui,P.N. Guinea,A1,1984,1980
15029,15144,1/15/1984,antonov an-12,ethiopian af,26,near Tessenei Airport...,Eritrea,C1,1984,1980
15030,15145,1/16/1984,douglas c-47 (dc-3),transports aã©riens zairois - taz,0,Kissidougou Airp...,Guinea,A1,1984,1980
15031,15146,1/18/1984,dhc-4a caribou,us army,0,Kwajalein Airpor...,Marshall Isl.,U1,1984,1980
15032,15147,1/18/1984,boeing 747,air france,0,near Karachi,Pakistan,O2,1984,1980
15033,15148,1/18/1984,antonov an-12,soviet af,8,near Mazar-I-Sharif A...,Afghanistan,C1,1984,1980
15034,15149,1/21/1984,iai arava 201,guatemala af,11,near Chuarrancho,Guatemala,A1,1984,1980
15035,15150,1/24/1984,casa/nurtanio nc-212 aviocar,pelita air service,6,near Manado,Indonesia,A1,1984,1980
15036,15151,1/27/1984,lockheed p-3b orion,raaf,0,Edinburgh RAAF S...,Australia,O1,1984,1980
15037,15152,1/28/1984,antonov an-24rv,"aeroflot, uralsk",4,Izhevsk Airport ...,Russia,A1,1984,1980
15038,15153,1/30/1984,swearingen sa226-tc metro ii,britt airways,3,near Terre Haute-Hulm...,USA,A1,1984,1980
15039,15154,1/30/1984,learjet 24,gee bee aero,6,"Avalon, CA",USA,A1,1984,1980
15040,15155,2/3/1984,airbus a300b4-203,cruzeiro do sul,0,CamagÃ¼ey Intern...,Cuba,H2,1984,1980
15041,15156,2/9/1984,boeing 737-2m2,taag,0,Huambo Airport (...,Angola,C1,1984,1980
15042,15157,2/11/1984,boeing 727,american airlines,0,New York-John F....,USA,H2,1984,1980
15043,15158,2/16/1984,antonov an-12,ethiopian af,26,near Debre Zeit/Harar...,Ethiopia,H1,1984,1980
15044,15159,2/20/1984,cessna 500 citation i,flight safety australia,2,near Prosperine Airpo...,Australia,A1,1984,1980
15045,15160,2/23/1984,antonov an-2t,"aeroflot, yakutsk",0,Tiksi Airport (IKS),Russia,O1,1984,1980
15046,15161,2/27/1984,shin meiwa ps-1,japanese navy,12,Sea of Japan,Pacific Ocean,A1,1984,1980
15047,15162,2/28/1984,dc-10-30,sas,0,New York-John F....,USA,A2,1984,1980
15048,15163,2/28/1984,lockheed c-130e hercules,usaf,18,near Borja,Spain,A1,1984,1980
15049,15164,2/28/1984,douglas c-47d (dc-3),thai af,0,Sakon Nakhon Air...,Thailand,A1,1984,1980
15050,15165,3/5/1984,hal-748,indian airlines,0,Hyderabad-Begump...,India,A1,1984,1980
15051,15166,3/7/1984,boeing 737-228,air france,0,GenÃ¨ve-Cointrin...,Switzerland,H2,1984,1980
15052,15167,3/8/1984,canadair cl-215,hellenic af,3,Elefsis,Greece,A1,1984,1980
15053,15168,3/10/1984,dc-8-63pf,uta,0,N'Djamena Airpor...,Chad,C1,1984,1980
15054,15169,3/13/1984,curtiss c-46a,private,4,Barranquilla-Ern...,Colombia,A1,1984,1980
15055,15170,3/14/1984,beech 200c super king air,unknown,0,Santa Cruz-El Tr...,Bolivia,U1,1984,1980
15056,15171,3/15/1984,convair vt-29b (cv-240),aero cozumel,0,CancÃºn Airport ...,Mexico,A1,1984,1980
15057,15172,3/16/1984,fairchild f-27m,lab,23,Cerro PilÃ³n,Bolivia,A1,1984,1980
15058,15173,3/16/1984,lockheed 18 learstar ii,holiday tours,2,near Oneonta Municipa...,USA,A1,1984,1980
15059,15174,3/19/1984,convair cv-990,spantax,0,Las Palmas-Airpo...,Spain,A2,1984,1980
15060,15175,3/21/1984,fairchild c-123k provider,salvadorian af,0,San Miguel Airstrip,El Salvador,C1,1984,1980
15061,15176,3/22/1984,boeing 737-275,pacific western,0,Calgary Internat...,Canada,A1,1984,1980
15062,15177,3/22/1984,boeing 747,british airways,0,Taipei-Chiang Ka...,Taiwan,H2,1984,1980
15063,15178,3/24/1984,douglas c-54s (dc-4),frigorifico reyes,5,near Rurrenabaque Air...,Bolivia,A1,1984,1980
15064,15179,3/24/1984,douglas dc-3c,unknown,7,near Ciudad Quesada,Costa Rica,A1,1984,1980
15065,15180,3/26/1984,beech 200 super king air,sinair,0,near Bergamo-Orio Al ...,Italy,A1,1984,1980
15066,15181,3/27/1984,boeing 737-200,piedmont airlines,0,Havana-JosÃ© Mar...,Cuba,H2,1984,1980
15067,15182,3/28/1984,boeing 727,delta air lines,0,Havana-JosÃ© Mar...,Cuba,H2,1984,1980
15068,15183,3/28/1984,learjet 24d,lã­der tã¡xi aã©reo,4,"near Florianopolis, SC",Brazil,A1,1984,1980
15069,15184,3/31/1984,bn-2 islander,angolan af,0,unknown,Angola,U1,1984,1980
15070,15185,4/3/1984,dhc-6 twin otter 300,lesotho airways,0,near Quthing Airport ...,Lesotho,A2,1984,1980
15071,15186,4/5/1984,dh-114 heron 2b,scenic air tours,0,"Scottsdale, AZ",USA,A1,1984,1980
15072,15187,4/5/1984,lockheed l-1011 tristar,saudi arabian,0,Istanbul-AtatÃ¼r...,Turkey,H2,1984,1980
15073,15188,4/17/1984,cessna 500 citation i,international jet center,0,Oklahoma City-Wi...,USA,A2,1984,1980
15074,15189,4/18/1984,embraer emb-110ej bandeirante,votec,18,near Imperatriz Airpo...,Brazil,A1,1984,1980
15075,15190,4/18/1984,embraer emb-110p bandeirante,votec,1,near Imperatriz Airpo...,Brazil,A1,1984,1980
15076,15191,4/19/1984,douglas c-47 (dc-3),sansa,4,Cerro Alto Santa...,Costa Rica,A1,1984,1980
15077,15192,4/21/1984,fairchild c-119 flying boxcar,hawkins & powers,0,Tobin Creek Airs...,USA,A1,1984,1980
15078,15193,4/28/1984,douglas c-118a (dc-6),intercontinental aircraft lease,0,San Manuel Ray B...,USA,A1,1984,1980
15079,15194,5/5/1984,beech 200 super king air,unknown,7,near Poza Rica-Tajin ...,Mexico,A1,1984,1980
15080,15195,5/6/1984,curtiss c-46r,tasma,0,San Borja-Capita...,Bolivia,A1,1984,1980
15081,15196,5/6/1984,antonov an-2m,"aeroflot, central region",0,near Staroye Zhookovo,Russia,A1,1984,1980
15082,15197,5/14/1984,pbv-1a canso a (pby-5a),flying firemen,0,near Thunder Bay Airp...,Canada,A1,1984,1980
15083,15198,5/15/1984,learjet 35a,tierra del fuego province,12,"near Ushuaia Airport,...",Argentina,A1,1984,1980
15084,15199,5/20/1984,beech 1900c,beechcraft,0,Hannover,Germany,A2,1984,1980
15085,15200,5/21/1984,antonov an-2r,"aeroflot, ukraine",0,Voroshilovgrad R...,Ukraine,A1,1984,1980
15086,15201,5/25/1984,dhc-6 twin otter 200,lade,0,near CÃ³rdoba-Pajas B...,Argentina,A1,1984,1980
15087,15202,5/25/1984,tupolev tu-134sh2,soviet af,7,near Donetsk,Ukraine,A1,1984,1980
15088,15203,5/28/1984,saunders st-27,labrador airways,0,St. John's Airpo...,Canada,A1,1984,1980
15089,15204,5/30/1984,lockheed l-188af electra,zantop,4,"Chalkhill, PA",USA,A1,1984,1980
15090,15205,5/30/1984,bn-2a trislander mk.iii,aviones de panama,0,Panama,Panama,U1,1984,1980
15091,15206,5/30/1984,antonov an-2r,ministry for agriculture and nutrition,1,Szarvas-KÃ¡ka,Hungary,A1,1984,1980
15092,15207,5/31/1984,boeing 727-222,united airlines,0,Denver-Stapleton...,USA,A2,1984,1980
15094,15209,6/1/1984,bn-2a-26 islander,loganair,0,Sanday Airport (...,U.K.,A1,1984,1980
15095,15210,6/2/1984,boeing 747-237b,air-india,0,Bangkok-Don Muan...,India,A2,1984,1980
15096,15211,6/3/1984,bae nimrod mr.2,raf,0,near Land's End,U.K.,A1,1984,1980
15097,15212,6/4/1984,learjet 23,air continental,3,near Windsor Locks-Br...,USA,A1,1984,1980
15098,15213,6/6/1984,boeing 737-2a8,indian airlines,0,Calcutta Airport...,India,A2,1984,1980
15099,15214,6/9/1984,ilyushin il-62m,"aeroflot, international",0,Moskva-Sheremety...,Russia,O1,1984,1980
15100,15215,6/11/1984,dc-9-32,garuda,0,Jakarta-Kemayora...,Indonesia,A1,1984,1980
15101,15216,6/11/1984,handley page hpr-7 herald 203,air uk,0,Bournemouth Inte...,U.K.,O1,1984,1980
15102,15217,6/11/1984,mbb hfb-320 hansa jet,baja california state government,0,San Diego Intern...,USA,O1,1984,1980
15103,15218,6/13/1984,dc-9-31,usair,0,Detroit-Metropol...,USA,A2,1984,1980
15104,15219,6/16/1984,ilyushin il-18v,balkan bulgarian,0,Sana'a Internati...,Yemen,A1,1984,1980
15105,15220,6/16/1984,antonov an-2r,"aeroflot, ukraine",0,Odessa Region,Ukraine,A1,1984,1980
15106,15221,6/17/1984,boeing 727-2j0,air jamaica,0,Toronto-Pearson ...,Canada,A2,1984,1980
15107,15222,6/21/1984,antonov an-2r,"aeroflot, far east",0,"near Sivakovka, Khoro...",Russia,A1,1984,1980
15108,15223,6/23/1984,bn-2a-8 islander,delmotte aviation,0,Ajaccio-Campo de...,France,A1,1984,1980
15109,15224,6/25/1984,unknown,caac,0,Fuzhou Yixu Airp...,China,H2,1984,1980
15110,15225,6/26/1984,boeing 727,iran air,0,Baghdad-Saddam I...,Iraq,H2,1984,1980
15111,15226,6/28/1984,embraer emb-110c bandeirante,tam,18,"near Rio das Ostras, RJ",Brazil,A1,1984,1980
15113,15228,7/3/1984,antonov an-26,peruvian af,5,near Casapalca,Peru,A1,1984,1980
15114,15229,7/4/1984,let l-410m,"aeroflot, yakutsk",0,Neryungri/Chulma...,Russia,A1,1984,1980
15115,15230,7/5/1984,airbus a300,indian airlines,0,Lahore Airport (...,Pakistan,H2,1984,1980
15116,15231,7/5/1984,antonov an-2r,"aeroflot, uralsk",3,Kustanai region,Kazakhstan,A1,1984,1980
15117,15232,7/11/1984,embraer p-95 bandeirulha (emb-111a),brazilian af,0,"Recife, PE",Brazil,U1,1984,1980
15118,15233,7/11/1984,canadair cl-215,yugoslav af,1,near Zadar,Croatia,A1,1984,1980
15119,15234,7/12/1984,lockheed c-141b starlifter,usaf,9,near Sigonella Naval ...,Italy,A1,1984,1980
15120,15235,7/13/1984,dhc-6 twin otter 300,lesotho airways,0,Mokhotlong Airpo...,Lesotho,A1,1984,1980
15121,15236,7/14/1984,antonov an-2r,"aeroflot, north kavkaz",2,Krasnodar region,Russia,A1,1984,1980
15122,15237,7/21/1984,dhc-6 twin otter 300,spia,1,Tau Airport (TAV),American Samoa,A1,1984,1980
15123,15238,7/21/1984,boeing 707-300,mea,0,Beirut Internati...,Lebanon,H2,1984,1980
15124,15239,7/23/1984,antonov an-2r,"aeroflot, krasnoyarsk",0,"Punya, Boguchany...",Russia,A1,1984,1980
15125,15240,7/24/1984,antonov an-26b,"aeroflot, tyumen",0,Krasnoselkup Air...,Russia,A1,1984,1980
15126,15241,7/27/1984,bn-2b-27 islander,tavina,0,near Providencia Airp...,Colombia,A2,1984,1980
15127,15242,7/27/1984,antonov an-2tp,"aeroflot, uralsk",0,"near Andryushino, Sve...",Russia,A1,1984,1980
15128,15243,7/27/1984,antonov an-2t,"aeroflot, ukraine",0,Lazurnoye,Ukraine,A1,1984,1980
15129,15244,7/28/1984,learjet 25b,panorama flight service,0,Waterville-Rober...,USA,A1,1984,1980
15130,15245,7/29/1984,dc-9,lav,2,CuraÃ§ao-Dr. Alb...,CuraÃ§ao,H2,1984,1980
15131,15246,7/31/1984,boeing 737-228,air france,0,Tehran-Mehrabad ...,Iran,H2,1984,1980
15134,15249,8/2/1984,bn-2a islander,vieques air link,9,near Vieques Airport ...,Puerto Rico,A1,1984,1980
15135,15250,8/3/1984,fokker f-27 friendship 200,rio sul,0,Rio de Janeiro-S...,Brazil,A1,1984,1980
15136,15251,8/4/1984,bac one-eleven 527fk,philippine air lines,0,Tacloban Airport...,Philippines,A1,1984,1980
15137,15252,8/5/1984,antonov an-12b,soviet navy,24,Nawabshah,Pakistan,A1,1984,1980
15138,15253,8/5/1984,fokker f-27 friendship 600,biman bangladesh,49,near Dhaka-Zia Intern...,Bangladesh,A1,1984,1980
15139,15254,8/6/1984,douglas dc-8-55f,sfair,0,Marseille,France,H2,1984,1980
15140,15255,8/7/1984,airbus a300b2-202,iran air,0,Rome,Italy,H2,1984,1980
15141,15256,8/10/1984,hal-748,indian airlines,0,Bangalore-Hindus...,India,H2,1984,1980
15142,15257,8/10/1984,bn-2a-21 islander,sabang merauke raya air charter,4,within Aceh,Indonesia,A1,1984,1980
15143,15258,8/11/1984,douglas c-47a (dc-3),aviation enterprises,3,"near Memphis, TN",USA,A1,1984,1980
15144,15259,8/12/1984,lockheed 18 learstar ii,geoterrex,0,Nanisivik Airpor...,Canada,A1,1984,1980
15145,15260,8/15/1984,douglas c-47a (dc-3),airfast indonesia,2,near Wamena,Indonesia,A1,1984,1980
15146,15261,8/19/1984,vickers 668 varsity t.1,leicester aircraft preservation,11,Marchington,U.K.,A1,1984,1980
15147,15262,8/19/1984,ilyushin il-86,"aeroflot, moscow",0,Aktyubinsk Airpo...,Kazakhstan,A2,1984,1980
15148,15263,8/24/1984,beech c99,wings west airlines,15,"near San Luis Obispo, CA",USA,A1,1984,1980
15149,15264,8/24/1984,antonov an-12b,balkan bulgarian,0,Addis Ababa-Bole...,Ethiopia,A1,1984,1980
15150,15265,8/24/1984,boeing 737-2a8,indian airlines,0,Dubai Airport (DXB),U.A.E.,H2,1984,1980
15151,15266,8/27/1984,douglas c-47 (dc-3),unknown,8,near Jinotega,Nicaragua,C1,1984,1980
15152,15267,8/28/1984,vickers 757 viscount,zaire aero service,0,Kinshasa,D.R. Congo,A1,1984,1980
15153,15268,8/28/1984,airbus a300b2-203,iran air,0,Baghdad-Saddam I...,Iraq,H2,1984,1980
15154,15269,8/30/1984,boeing 737-2h7c,cameroon airlines,2,Douala Airport (...,Cameroon,A1,1984,1980
15155,15270,9/4/1984,dhc-5d buffalo,de havilland canada,0,Farnborough Airp...,U.K.,A1,1984,1980
15156,15271,9/6/1984,bn-2a-20 islander,talair,9,Mount Musaka,P.N. Guinea,A1,1984,1980
15157,15272,9/7/1984,fairchild f-27,wonderair,0,Omega Air Force ...,Namibia,A1,1984,1980
15158,15273,9/9/1984,boeing 727,iran air,0,Basra Internatio...,Iraq,H2,1984,1980
15159,15274,9/11/1984,handley page hpr-7 herald 202,mmm aero services,30,near Bandundu Airport...,D.R. Congo,A1,1984,1980
15160,15275,9/12/1984,airbus a300b2-203,iran air,0,Isfahan-Shahid B...,Iran,H2,1984,1980
15161,15276,9/16/1984,boeing 737-270,iraqi airways,3,Baghdad-Saddam I...,Iraq,H2,1984,1980
15162,15277,9/16/1984,antonov an-2t,aprl,11,Opole,Poland,A1,1984,1980
15163,15278,9/16/1984,ilyushin il-14fk,"aeroflot, leningrad",0,near Saaremaa Island,Estonia,A1,1984,1980
15164,15279,9/17/1984,swearingen sa226-tc metro ii,austrian air services,0,Wien-Schwechat I...,Austria,A1,1984,1980
15165,15280,9/18/1984,douglas dc-8-54f,lac colombia,0,Barranquilla-Ern...,Colombia,A1,1984,1980
15166,15281,9/18/1984,douglas dc-8-55f,aeca,0,Quito-Mariscal S...,Ecuador,A1,1984,1980
15167,15282,9/19/1984,antonov an-12,angolan government,0,unknown,Angola,U1,1984,1980
15168,15283,9/21/1984,dc-10-30,ariana afghan airlines,0,Kabul Airport (KBL),Afghanistan,C2,1984,1980
15169,15284,9/22/1984,douglas c-47a (dc-3),thai af,0,Surin,Thailand,A1,1984,1980
15170,15285,9/24/1984,antonov an-12,soviet af,1,near Zaranj,Afghanistan,C2,1984,1980
15171,15286,9/25/1984,antonov an-24rv,"aeroflot, west siberia",1,near Sverdlovsk-Kolts...,Russia,A2,1984,1980
15172,15287,9/26/1984,cessna 500 citation i,air niagara,2,"near Orillia Airport, ON",Canada,A1,1984,1980
15173,15288,9/30/1984,antonov an-26,angolan af,0,unknown,Unknown country,A1,1984,1980
15174,15289,10/1/1984,a.w. aw-660 argosy c.1,a & aee,0,West Freugh Airport,U.K.,A1,1984,1980
15175,15290,10/4/1984,mbb hfb-320 hansa jet,mccollum aviation,3,Aberdeen Municip...,USA,A1,1984,1980
15176,15291,10/4/1984,antonov an-2t,"aeroflot, kazakstan",0,near Pavlodar,Kazakhstan,A1,1984,1980
15177,15292,10/6/1984,cessna 500 citation i,grondmet handels,0,near Skiathos Airport...,Greece,A1,1984,1980
15178,15293,10/6/1984,antonov an-2r,"aeroflot, east siberia",0,"near Sredni Kalar, Ch...",Russia,A1,1984,1980
15179,15294,10/8/1984,learjet 24b,clay lacy aviation,3,San Francisco In...,USA,A1,1984,1980
15180,15295,10/9/1984,dhc-6 twin otter 100,nahanni air services,7,"Fort Franklin, NT",Canada,A1,1984,1980
15181,15296,10/11/1984,tupolev tu-154b-1,"aeroflot, east siberia",0,Omsk Airport (OMS),Russia,A1,1984,1980
15182,15297,10/11/1984,dhc-6 twin otter 100,labrador airways,4,near Goose Bay Airpor...,Canada,A1,1984,1980
15183,15298,10/11/1984,c-7a caribou (dhc-4),spanish af,0,Horcajo de los M...,Spain,A1,1984,1980
15184,15299,10/13/1984,consolidated pby-6a catalina,confederate air force,7,"Port Isabel, TX",USA,A1,1984,1980
15185,15300,10/15/1984,antonov an-12bp,soviet af,1,Khost Airport (KHT),Afghanistan,C1,1984,1980
15186,15301,10/22/1984,convair cv-440-12,tam,0,near La Paz-El Alto A...,Bolivia,A1,1984,1980
15187,15302,10/23/1984,dhc-4a caribou,newcal aviation,1,"near Sable Island, NL...",Atlantic Ocean,A1,1984,1980
15188,15303,10/26/1984,douglas dc-3c,atorie air,0,El Paso Internat...,USA,A2,1984,1980
15189,15304,10/27/1984,ilyushin il-76m,soviet af,11,near Kabul Airport (KBL),Afghanistan,C1,1984,1980
15190,15305,10/31/1984,douglas c-47b (dc-3),village airways,4,near Davao,Philippines,A1,1984,1980
15191,15306,11/2/1984,lockheed c-130e hercules,usaf,0,Giebelstadt AAF ...,Germany,A1,1984,1980
15192,15307,11/3/1984,bn-2t islander,tta,0,Tete-Matundo Air...,Mozambique,A1,1984,1980
15193,15308,11/5/1984,lockheed l-1011 tristar,saudi arabian,0,Tehran-Mehrabad ...,Iran,H2,1984,1980
15194,15309,11/10/1984,learjet 24f,macton corp.,2,near Saint Thomas-Cyr...,U.S. Virgin Isl.,A1,1984,1980
15195,15310,11/11/1984,douglas c-47a (dc-3),stellair,0,near Tanger,Morocco,A1,1984,1980
15196,15311,11/19/1984,embraer emb-110p1 bandeirante,euroair,1,near Inverness Airpor...,U.K.,A1,1984,1980
15197,15312,11/20/1984,dhc-6 twin otter 300,tame ecuador,14,between Loja and...,Ecuador,A1,1984,1980
15198,15313,11/21/1984,beech a100 king air,business flights,0,near Calgary Internat...,Canada,A1,1984,1980
15199,15314,11/22/1984,douglas c-47a (dc-3),factury buying corp.,0,Salinas,Mexico,A1,1984,1980
15200,15315,11/23/1984,transall c-160f,french af,9,near Castres,France,A1,1984,1980
15201,15316,11/23/1984,transall c-160ng,french af,4,near Castres,France,A1,1984,1980
15202,15317,11/24/1984,boeing 707-338c,somali airlines,0,Addis Ababa-Bole...,Ethiopia,H2,1984,1980
